Unnamed: 0,#,ประเภท,รายการ,สร้างโดย,ชื่อลูกค้า,รหัสลูกค้า,อีเมลลูกค้า,เบอร์โทรศัพท์ลูกค้า,ที่อยู่ลูกค้า,เลขผู้เสียภาษี,อ้างอิง,ช่องทางการขาย,วันที่ทำรายการ,ส่วนลด,รายได้จาก Platform,ค่าส่ง (ที่เรียกเก็บจากลูกค้า),มูลค่ารวมก่อนภาษี,ภาษีมูลค่าเพิ่ม,วันส่งสินค้า,Tracking No,ช่องทางจัดส่ง,ชื่อผู้รับ,เบอร์โทรศัพท์ผู้รับ,อีเมลผู้รับ,ที่อยู่/จัดส่ง,รหัสไปรษณีย์,จังหวัด,อำเภอ/เขต,ตำบล/แขวง,มูลค่า,หมายเหตุ,Tag,สถานะรายการ,คลัง/สาขา,สถานะการชำระเงิน,ใบกำกับภาษี,ช่องทางการชำระเงิน,จำนวนเงินที่ชำระ,วันที่ชำระเงิน,Payment ID,รหัสสินค้า,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,ส่วนลดต่อหน่วย,ราคารวม,ล็อต,หมวดหมู่
Website,452,ขายออก,DD323009,Admin,Somkiat Nakornthap,4963,somkiat.nakornthap@example.com,062512185,"847 หมู่ 10, Bangkok",,,Website,07/12/2024,,,50,1400.0,0.0,,TH90351550,Thailand Post,Somkiat Nakornthap,062512185,,"783 หมู่ 10, Bangkok",78682,Bangkok,,,1400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1450.0,08/12/2024,,DD005,Weight Management Formula,1,1400,0.0,1400.0,,Dry Food
In-store,453,ขายออก,DD899838,Admin,Ratchaphon Pongsakorn,7474,ratchaphon.pongsakorn@example.com,093453039,"344 หมู่ 3, Khon Kaen",,,In-store,17/02/2025,,,80,10000.0,0.0,,TH91282965,Flash Express,Ratchaphon Pongsakorn,093453039,,"820 หมู่ 10, Khon Kaen",22150,Khon Kaen,,,10000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,10080.0,18/02/2025,,DD017,Puppy Starter Kit,4,2500,0.0,10000.0,,Bundles
Lazada,454,ขายออก,DD712233,Admin,Nattacha Nakorn,7185,nattacha.nakorn@example.com,063321991,"465 หมู่ 14, Rayong",,,Lazada,21/03/2025,5.0,-60.0,60,4560.0,0.0,,TH17123801,Flash Express,Nattacha Nakorn,063321991,,"278 หมู่ 4, Rayong",55510,Rayong,,,4560.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,4620.0,22/03/2025,,DD001,Premium Puppy Kibble (Small Breed),4,1200,60.0,4560.0,,Dry Food
Distributor,455,ขายออก,DD180522,Admin,Siriwan Jairak,8032,siriwan.jairak@example.com,094972369,"61 หมู่ 4, Ayutthaya",,,Distributor,05/12/2024,,,100,1500.0,0.0,,TH11043423,Kerry Express,Siriwan Jairak,094972369,,"307 หมู่ 2, Ayutthaya",96612,Ayutthaya,,,1500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,1600.0,06/12/2024,,DD002,Premium Adult Kibble (All Breeds),1,1500,0.0,1500.0,,Dry Food
Shopee,456,ขายออก,DD243452,Admin,Somrak Jaipak,7461,somrak.jaipak@example.com,069518074,"113 หมู่ 5, Phuket",,,Shopee,02/04/2025,,-100.0,100,360.0,0.0,,TH49700092,Kerry Express,Somrak Jaipak,069518074,,"378 หมู่ 6, Phuket",59416,Phuket,,,360.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,460.0,03/04/2025,,DD012,Training Treats (Chicken),2,180,0.0,360.0,,Treats
Website,457,ขายออก,DD937802,Admin,Somporn Thongpat,6712,somporn.thongpat@example.com,097711987,"175 หมู่ 7, Chonburi",,,Website,19/03/2025,,,50,750.0,0.0,,TH58705554,Kerry Express,Somporn Thongpat,097711987,,"54 หมู่ 19, Chonburi",52915,Chonburi,,,750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,800.0,19/03/2025,,DD015,Skin & Coat Supplement,1,750,0.0,750.0,,Supplements
Distributor,458,ขายออก,DD758299,Admin,Somporn Thongsuk,1340,somporn.thongsuk@example.com,079661351,"472 หมู่ 15, Bangkok",,,Distributor,17/01/2025,,,70,8000.0,0.0,,,Flash Express,Somporn Thongsuk,079661351,,"695 หมู่ 11, Bangkok",87430,Bangkok,,,8000.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,COD,,,,DD003,Premium Senior Kibble (Large Breed),5,1600,0.0,8000.0,,Dry Food
Lazada,459,ขายออก,DD531419,Admin,Somkiat Nakornsri,4487,somkiat.nakornsri@example.com,063701433,"216 หมู่ 16, Chiang Mai",,,Lazada,07/02/2025,,-50.0,50,1000.0,0.0,,TH94965309,Kerry Express,Somkiat Nakornsri,063701433,,"779 หมู่ 6, Chiang Mai",58926,Chiang Mai,,,1000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1050.0,07/02/2025,,DD010,Dental Chew Sticks (Small),4,250,0.0,1000.0,,Treats
Lazada,460,ขายออก,DD380064,Admin,Nattaya Pongsak,9592,nattaya.pongsak@example.com,067473049,"816 หมู่ 16, Chiang Mai",,,Lazada,19/03/2025,10.0,-80.0,80,1440.0,0.0,,TH16060297,J&T Express,Nattaya Pongsak,067473049,,"723 หมู่ 15, Chiang Mai",93391,Chiang Mai,,,1440.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1520.0,19/03/2025,,DD003,Premium Senior Kibble (Large Breed),1,1600,160.0,1440.0,,Dry Food
Shopee,461,ขายออก,DD565432,Admin,Ratchanok Ruangsan,1120,ratchanok.ruangsan@example.com,069683790,"765 หมู่ 5, Chiang Mai",,,Shopee,28/11/2024,5.0,-80.0,80,1187.5,0.0,,TH83601786,Kerry Express,Ratchanok Ruangsan,069683790,,"446 หมู่ 4, Chiang Mai",84466,Chiang Mai,,,1187.5,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1267.5,30/11/2024,,DD010,Dental Chew Sticks (Small),5,250,12.5,1187.5,,Treats
Lazada,462,ขายออก,DD317986,Admin,Wichit Srisuk,2809,wichit.srisuk@example.com,061587069,"890 หมู่ 4, Chiang Mai",,,Lazada,10/02/2025,,-80.0,80,8400.0,0.0,,TH39875646,Thailand Post,Wichit Srisuk,061587069,,"929 หมู่ 16, Chiang Mai",48596,Chiang Mai,,,8400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,8480.0,11/02/2025,,DD018,Senior Care Package,3,2800,0.0,8400.0,,Bundles
Website,463,ขายออก,DD685894,Admin,Ratree Pongthep,5038,ratree.pongthep@example.com,093026091,"29 หมู่ 10, Chiang Mai",,,Website,03/05/2025,,,80,2500.0,0.0,,TH23595880,Thailand Post,Ratree Pongthep,093026091,,"93 หมู่ 9, Chiang Mai",47449,Chiang Mai,,,2500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,2580.0,04/05/2025,,DD017,Puppy Starter Kit,1,2500,0.0,2500.0,,Bundles
Website,464,ขายออก,DD364837,Admin,Ratree Nakornsri,7398,ratree.nakornsri@example.com,068310982,"85 หมู่ 10, Udon Thani",,,Website,24/02/2025,,,60,1200.0,0.0,,TH26210635,Flash Express,Ratree Nakornsri,068310982,,"532 หมู่ 18, Udon Thani",17910,Udon Thani,,,1200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1260.0,24/02/2025,,DD016,Multivitamin Chews,2,600,0.0,1200.0,,Supplements
Shopee,465,ขายออก,DD108328,Admin,Nattacha Srisuk,8887,nattacha.srisuk@example.com,072740584,"415 หมู่ 19, Bangkok",,,Shopee,29/04/2025,,-80.0,80,7000.0,0.0,,TH48998987,Flash Express,Nattacha Srisuk,072740584,,"707 หมู่ 10, Bangkok",75129,Bangkok,,,7000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,7080.0,01/05/2025,,DD005,Weight Management Formula,5,1400,0.0,7000.0,,Dry Food
Lazada,466,ขายออก,DD792698,Admin,Siripat Saengchan,3980,siripat.saengchan@example.com,071734459,"94 หมู่ 19, Chiang Mai",,,Lazada,19/03/2025,,-50.0,50,5600.0,0.0,,TH60023219,Thailand Post,Siripat Saengchan,071734459,,"437 หมู่ 16, Chiang Mai",88424,Chiang Mai,,,5600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,5650.0,20/03/2025,,DD018,Senior Care Package,2,2800,0.0,5600.0,,Bundles
Shopee,467,ขายออก,DD989532,Admin,Somjai Sae-lim,1815,somjai.sae-lim@example.com,078356148,"940 หมู่ 13, Phuket",,,Shopee,17/04/2025,5.0,-60.0,60,855.0,0.0,,TH85686346,Flash Express,Somjai Sae-lim,078356148,,"731 หมู่ 16, Phuket",58817,Phuket,,,855.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,TrueMoney Wallet,,,,DD012,Training Treats (Chicken),5,180,9.0,855.0,,Treats
Shopee,468,ขายออก,DD639775,Admin,Ratchanok Nakorn,6592,ratchanok.nakorn@example.com,094764040,"400 หมู่ 16, Chonburi",,,Shopee,13/03/2025,5.0,-70.0,70,4560.0,0.0,,TH17401628,Kerry Express,Ratchanok Nakorn,094764040,,"134 หมู่ 5, Chonburi",86555,Chonburi,,,4560.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,4630.0,13/03/2025,,DD001,Premium Puppy Kibble (Small Breed),4,1200,60.0,4560.0,,Dry Food
Website,469,ขายออก,DD790973,Admin,Wichuda Nakornsri,3274,wichuda.nakornsri@example.com,072535410,"423 หมู่ 8, Bangkok",,,Website,28/03/2025,,,60,6000.0,0.0,,TH10296177,Kerry Express,Wichuda Nakornsri,072535410,,"243 หมู่ 18, Bangkok",29422,Bangkok,,,6000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,6060.0,30/03/2025,,DD002,Premium Adult Kibble (All Breeds),4,1500,0.0,6000.0,,Dry Food
Distributor,470,ขายออก,DD563026,Admin,Rattana Thongpan,6896,rattana.thongpan@example.com,096199039,"112 หมู่ 4, Chiang Mai",,,Distributor,01/02/2025,,,70,600.0,0.0,,TH13465495,Thailand Post,Rattana Thongpan,096199039,,"870 หมู่ 8, Chiang Mai",27771,Chiang Mai,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,670.0,03/02/2025,,DD013,Peanut Butter Biscuits,3,200,0.0,600.0,,Treats
Lazada,471,ขายออก,DD319700,Admin,Wichan Nakorn,1726,wichan.nakorn@example.com,083007708,"731 หมู่ 8, Bangkok",,,Lazada,17/04/2025,,-70.0,70,3000.0,0.0,,TH57181184,J&T Express,Wichan Nakorn,083007708,,"768 หมู่ 11, Bangkok",56628,Bangkok,,,3000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,3070.0,19/04/2025,,DD016,Multivitamin Chews,5,600,0.0,3000.0,,Supplements
Lazada,472,ขายออก,DD225607,Admin,Ratchanee Jairam,4838,ratchanee.jairam@example.com,085806085,"950 หมู่ 11, Bangkok",,,Lazada,04/05/2025,,-50.0,50,8000.0,0.0,,,J&T Express,Ratchanee Jairam,085806085,,"949 หมู่ 8, Bangkok",22771,Bangkok,,,8000.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,TrueMoney Wallet,,,,DD003,Premium Senior Kibble (Large Breed),5,1600,0.0,8000.0,,Dry Food
Website,473,ขายออก,DD389324,Admin,Somying Thongchai,7999,somying.thongchai@example.com,097451406,"177 หมู่ 19, Chiang Mai",,,Website,18/04/2025,,,50,480.0,0.0,,TH16910957,Flash Express,Somying Thongchai,097451406,,"567 หมู่ 13, Chiang Mai",93700,Chiang Mai,,,480.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,530.0,20/04/2025,,DD008,Chicken & Rice Wet Food,4,120,0.0,480.0,,Wet Food
Shopee,474,ขายออก,DD613520,Admin,Wichit Thongpol,7991,wichit.thongpol@example.com,098945223,"115 หมู่ 6, Pathum Thani",,,Shopee,11/01/2025,,-100.0,100,750.0,0.0,,TH77946740,Kerry Express,Wichit Thongpol,098945223,,"311 หมู่ 1, Pathum Thani",45367,Pathum Thani,,,750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,850.0,13/01/2025,,DD015,Skin & Coat Supplement,1,750,0.0,750.0,,Supplements
Shopee,475,ขายออก,DD815054,Admin,Wichuda Thongpai,5267,wichuda.thongpai@example.com,078107936,"869 หมู่ 7, Pathum Thani",,,Shopee,30/12/2024,,-80.0,80,11200.0,0.0,,TH81551995,Flash Express,Wichuda Thongpai,078107936,,"712 หมู่ 5, Pathum Thani",45814,Pathum Thani,,,11200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,11280.0,01/01/2025,,DD018,Senior Care Package,4,2800,0.0,11200.0,,Bundles
Lazada,476,ขายออก,DD947124,Admin,Siriporn Thongsri,9378,siriporn.thongsri@example.com,077145779,"774 หมู่ 17, Chiang Mai",,,Lazada,18/03/2025,5.0,-60.0,60,684.0,0.0,,TH88352363,Thailand Post,Siriporn Thongsri,077145779,,"373 หมู่ 17, Chiang Mai",16487,Chiang Mai,,,684.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,744.0,20/03/2025,,DD012,Training Treats (Chicken),4,180,9.0,684.0,,Treats
Shopee,477,ขายออก,DD866412,Admin,Somrak Jaiyen,7676,somrak.jaiyen@example.com,078681122,"927 หมู่ 8, Chonburi",,,Shopee,09/02/2025,,-60.0,60,8400.0,0.0,,TH12203092,Flash Express,Somrak Jaiyen,078681122,,"25 หมู่ 7, Chonburi",20564,Chonburi,,,8400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,8460.0,09/02/2025,,DD018,Senior Care Package,3,2800,0.0,8400.0,,Bundles
In-store,478,ขายออก,DD781879,Admin,Wichuda Nakorn,3989,wichuda.nakorn@example.com,099643155,"919 หมู่ 12, Pathum Thani",,,In-store,08/04/2025,,,80,1600.0,0.0,,TH76927703,Thailand Post,Wichuda Nakorn,099643155,,"221 หมู่ 12, Pathum Thani",57968,Pathum Thani,,,1600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1680.0,10/04/2025,,DD003,Premium Senior Kibble (Large Breed),1,1600,0.0,1600.0,,Dry Food
Website,479,ขายออก,DD857993,Admin,Sirithorn Nakornthai,6688,sirithorn.nakornthai@example.com,073763049,"120 หมู่ 11, Nonthaburi",,,Website,08/04/2025,,,100,600.0,0.0,,TH77485788,Flash Express,Sirithorn Nakornthai,073763049,,"43 หมู่ 7, Nonthaburi",79134,Nonthaburi,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,700.0,10/04/2025,,DD013,Peanut Butter Biscuits,3,200,0.0,600.0,,Treats
Lazada,480,ขายออก,DD207009,Admin,Nattawut Thongsuk,3500,nattawut.thongsuk@example.com,095490741,"393 หมู่ 18, Bangkok",,,Lazada,13/03/2025,10.0,-70.0,70,900.0,0.0,,,Kerry Express,Nattawut Thongsuk,095490741,,"595 หมู่ 3, Bangkok",60430,Bangkok,,,900.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,TrueMoney Wallet,,,,DD010,Dental Chew Sticks (Small),4,250,25.0,900.0,,Treats
Website,481,ขายออก,DD349091,Admin,Wichai Sae-lim,6493,wichai.sae-lim@example.com,085673794,"65 หมู่ 3, Udon Thani",,,Website,28/01/2025,5.0,,70,1710.0,0.0,,TH47233452,Thailand Post,Wichai Sae-lim,085673794,,"495 หมู่ 10, Udon Thani",85010,Udon Thani,,,1710.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1780.0,28/01/2025,,DD004,Grain-Free Salmon & Sweet Potato,1,1800,90.0,1710.0,,Dry Food
Lazada,482,ขายออก,DD544161,Admin,Nattanicha Pongsak,7644,nattanicha.pongsak@example.com,091699438,"253 หมู่ 1, Chiang Mai",,,Lazada,27/01/2025,,-80.0,80,180.0,0.0,,TH65318087,Kerry Express,Nattanicha Pongsak,091699438,,"60 หมู่ 11, Chiang Mai",85700,Chiang Mai,,,180.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,260.0,29/01/2025,,DD012,Training Treats (Chicken),1,180,0.0,180.0,,Treats
Website,483,ขายออก,DD960405,Admin,Ratchanee Thongsri,2417,ratchanee.thongsri@example.com,068722905,"475 หมู่ 15, Chiang Mai",,,Website,19/11/2024,5.0,,100,10640.0,0.0,,TH25243680,Kerry Express,Ratchanee Thongsri,068722905,,"395 หมู่ 15, Chiang Mai",90146,Chiang Mai,,,10640.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,10740.0,21/11/2024,,DD018,Senior Care Package,4,2800,140.0,10640.0,,Bundles
Lazada,484,ขายออก,DD249177,Admin,Nattapong Ruangsan,6775,nattapong.ruangsan@example.com,067396153,"778 หมู่ 13, Bangkok",,,Lazada,14/02/2025,,-80.0,80,1000.0,0.0,,TH24026520,Flash Express,Nattapong Ruangsan,067396153,,"706 หมู่ 3, Bangkok",44674,Bangkok,,,1000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1080.0,16/02/2025,,DD013,Peanut Butter Biscuits,5,200,0.0,1000.0,,Treats
Shopee,485,ขายออก,DD918441,Admin,Wichuda Nakornthai,6604,wichuda.nakornthai@example.com,089741073,"599 หมู่ 13, Nakhon Ratchasima",,,Shopee,30/03/2025,,-60.0,60,240.0,0.0,,TH22932674,Thailand Post,Wichuda Nakornthai,089741073,,"333 หมู่ 11, Nakhon Ratchasima",50985,Nakhon Ratchasima,,,240.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,300.0,30/03/2025,,DD008,Chicken & Rice Wet Food,2,120,0.0,240.0,,Wet Food
Lazada,486,ขายออก,DD104646,Admin,Wichuda Nakornpol,2179,wichuda.nakornpol@example.com,091384533,"74 หมู่ 17, Bangkok",,,Lazada,04/04/2025,,-80.0,80,600.0,0.0,,TH18735015,Flash Express,Wichuda Nakornpol,091384533,,"90 หมู่ 3, Bangkok",92020,Bangkok,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,680.0,06/04/2025,,DD016,Multivitamin Chews,1,600,0.0,600.0,,Supplements
Shopee,487,ขายออก,DD190815,Admin,Nattaporn Jaipak,1559,nattaporn.jaipak@example.com,094929301,"117 หมู่ 3, Pathum Thani",,,Shopee,31/01/2025,10.0,-60.0,60,1440.0,0.0,,TH30747687,Flash Express,Nattaporn Jaipak,094929301,,"874 หมู่ 19, Pathum Thani",11626,Pathum Thani,,,1440.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1500.0,01/02/2025,,DD003,Premium Senior Kibble (Large Breed),1,1600,160.0,1440.0,,Dry Food
In-store,488,ขายออก,DD119659,Admin,Wichian Nakornsri,1602,wichian.nakornsri@example.com,097613889,"200 หมู่ 10, Bangkok",,,In-store,19/12/2024,,,60,900.0,0.0,,TH50653744,J&T Express,Wichian Nakornsri,097613889,,"768 หมู่ 8, Bangkok",60912,Bangkok,,,900.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,960.0,21/12/2024,,DD012,Training Treats (Chicken),5,180,0.0,900.0,,Treats
Lazada,489,ขายออก,DD348342,Admin,Wichuda Srisuk,3808,wichuda.srisuk@example.com,062434636,"175 หมู่ 19, Khon Kaen",,,Lazada,06/12/2024,20.0,-80.0,80,96.0,0.0,,TH75814076,Thailand Post,Wichuda Srisuk,062434636,,"514 หมู่ 12, Khon Kaen",59954,Khon Kaen,,,96.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,176.0,08/12/2024,,DD008,Chicken & Rice Wet Food,1,120,24.0,96.0,,Wet Food
Lazada,490,ขายออก,DD997371,Admin,Wichian Jaipak,3952,wichian.jaipak@example.com,091340526,"913 หมู่ 15, Bangkok",,,Lazada,02/02/2025,,-100.0,100,750.0,0.0,,TH42719252,Flash Express,Wichian Jaipak,091340526,,"213 หมู่ 7, Bangkok",61357,Bangkok,,,750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,850.0,02/02/2025,,DD010,Dental Chew Sticks (Small),3,250,0.0,750.0,,Treats
Shopee,491,ขายออก,DD896787,Admin,Somrak Pongsakorn,5062,somrak.pongsakorn@example.com,079837389,"309 หมู่ 3, Chiang Mai",,,Shopee,14/01/2025,,-100.0,100,900.0,0.0,,TH26938002,Thailand Post,Somrak Pongsakorn,079837389,,"864 หมู่ 5, Chiang Mai",74361,Chiang Mai,,,900.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1000.0,16/01/2025,,DD012,Training Treats (Chicken),5,180,0.0,900.0,,Treats
Shopee,492,ขายออก,DD905586,Admin,Sirirat Srisuk,4879,sirirat.srisuk@example.com,097637056,"34 หมู่ 16, Bangkok",,,Shopee,02/12/2024,,-80.0,80,5000.0,0.0,,TH99811317,Kerry Express,Sirirat Srisuk,097637056,,"813 หมู่ 7, Bangkok",58348,Bangkok,,,5000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,5080.0,02/12/2024,,DD017,Puppy Starter Kit,2,2500,0.0,5000.0,,Bundles
Website,493,ขายออก,DD439974,Admin,Ratchada Thongpol,7341,ratchada.thongpol@example.com,093182931,"216 หมู่ 1, Khon Kaen",,,Website,04/02/2025,,,60,360.0,0.0,,TH19951767,Kerry Express,Ratchada Thongpol,093182931,,"309 หมู่ 19, Khon Kaen",23731,Khon Kaen,,,360.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,420.0,04/02/2025,,DD007,Beef & Vegetable Wet Food,3,120,0.0,360.0,,Wet Food
In-store,494,ขายออก,DD378652,Admin,Nattaya Thongpai,5349,nattaya.thongpai@example.com,064177640,"121 หมู่ 10, Khon Kaen",,,In-store,31/01/2025,15.0,,70,2890.0,0.0,,TH68860945,Flash Express,Nattaya Thongpai,064177640,,"37 หมู่ 17, Khon Kaen",54387,Khon Kaen,,,2890.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,2960.0,01/02/2025,,DD006,Sensitive Stomach Formula,2,1700,255.0,2890.0,,Dry Food
Shopee,495,ขายออก,DD642301,Admin,Nattanon Pongpanich,1839,nattanon.pongpanich@example.com,089549906,"3 หมู่ 18, Songkhla",,,Shopee,10/02/2025,,-80.0,80,200.0,0.0,,TH84126055,Kerry Express,Nattanon Pongpanich,089549906,,"931 หมู่ 13, Songkhla",96760,Songkhla,,,200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,280.0,11/02/2025,,DD013,Peanut Butter Biscuits,1,200,0.0,200.0,,Treats
Lazada,496,ขายออก,DD658046,Admin,Nattawut Pongsuwan,3063,nattawut.pongsuwan@example.com,083009326,"556 หมู่ 6, Chiang Mai",,,Lazada,31/01/2025,,-50.0,50,1500.0,0.0,,TH33253353,Flash Express,Nattawut Pongsuwan,083009326,,"390 หมู่ 12, Chiang Mai",12654,Chiang Mai,,,1500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1550.0,01/02/2025,,DD015,Skin & Coat Supplement,2,750,0.0,1500.0,,Supplements
Lazada,497,ขายออก,DD353800,Admin,Wichaya Thongpan,8820,wichaya.thongpan@example.com,098127583,"638 หมู่ 4, Chiang Mai",,,Lazada,08/04/2025,,-50.0,50,7200.0,0.0,,TH35156918,J&T Express,Wichaya Thongpan,098127583,,"596 หมู่ 18, Chiang Mai",31182,Chiang Mai,,,7200.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Bank Transfer,,,,DD004,Grain-Free Salmon & Sweet Potato,4,1800,0.0,7200.0,,Dry Food
In-store,498,ขายออก,DD737197,Admin,Wichuda Pongpanich,1479,wichuda.pongpanich@example.com,099757529,"780 หมู่ 17, Phuket",,,In-store,11/03/2025,5.0,,50,1710.0,0.0,,TH88123773,Thailand Post,Wichuda Pongpanich,099757529,,"13 หมู่ 19, Phuket",86215,Phuket,,,1710.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1760.0,11/03/2025,,DD016,Multivitamin Chews,3,600,30.0,1710.0,,Supplements
